datetime,open,high,low,close
2025-09-11 05:44:00+02:00,1.16968,1.16969,1.16959,1.1696
2025-09-11 05:45:00+02:00,1.16963,1.16964,1.16958,1.1696
2025-09-11 05:46:00+02:00,1.16959,1.16962,1.16959,1.16959
2025-09-11 05:47:00+02:00,1.16959,1.16959,1.16945,1.16954
2025-09-11 05:48:00+02:00,1.16953,1.16953,1.16949,1.16953
2025-09-11 05:49:00+02:00,1.1695,1.16953,1.16947,1.1695
2025-09-11 05:50:00+02:00,1.16952,1.16952,1.16949,1.16949
2025-09-11 05:51:00+02:00,1.16947,1.16955,1.16947,1.1695
2025-09-11 05:52:00+02:00,1.16947,1.16947,1.16938,1.16939
2025-09-11 05:53:00+02:00,1.16939,1.16942,1.16933,1.16934
2025-09-11 05:54:00+02:00,1.16934,1.16935,1.16926,1.16927
2025-09-11 05:55:00+02:00,1.16927,1.16927,1.16896,1.169
2025-09-11 05:56:00+02:00,1.16901,1.16911,1.16899,1.16908
2025-09-11 05:57:00+02:00,1.16911,1.16917,1.16907,1.1691
2025-09-11 05:58:00+02:00,1.16909,1.16914,1.16902,1.16902
2025-09-11 05:59:00+02:00,1.16903,1.16904,1.16897,1.16901
2025-09-11 06:00:00+02:00,1.16901,1.16908,1.16898,1.16899
2025-09-11 06:01:00+02:00,1.16896,1.16896,1.16869,1.16873
2025-09-11 06:02:00+02:00,1.16872,1.16878,1.16867,1.16876
2025-09-11 06:03:00+02:00,1.16878,1.16898,1.16878,1.16895
2025-09-11 06:04:00+02:00,1.16896,1.16902,1.16889,1.16889
2025-09-11 06:05:00+02:00,1.16888,1.16908,1.16878,1.16904
2025-09-11 06:06:00+02:00,1.16903,1.1692,1.16895,1.16918
2025-09-11 06:07:00+02:00,1.16917,1.1692,1.16907,1.1691
2025-09-11 06:08:00+02:00,1.1691,1.16913,1.16907,1.1691
2025-09-11 06:09:00+02:00,1.16909,1.16952,1.16909,1.16951
2025-09-11 06:10:00+02:00,1.16952,1.16968,1.16941,1.16941
2025-09-11 06:11:00+02:00,1.1694,1.16946,1.16903,1.16907
2025-09-11 06:12:00+02:00,1.16906,1.16916,1.16903,1.16909
2025-09-11 06:13:00+02:00,1.16909,1.16912,1.16872,1.16899
2025-09-11 06:14:00+02:00,1.169,1.16906,1.16869,1.16871
2025-09-11 06:15:00+02:00,1.16871,1.16871,1.16839,1.16849
2025-09-11 06:16:00+02:00,1.16852,1.16865,1.1684,1.16856
2025-09-11 06:17:00+02:00,1.1686,1.16864,1.1685,1.16852
2025-09-11 06:18:00+02:00,1.16851,1.16884,1.16851,1.16883
2025-09-11 06:19:00+02:00,1.16881,1.16884,1.1687,1.16879
2025-09-11 06:20:00+02:00,1.16886,1.1689,1.1688,1.16889
